gene,brain,region,side,value
3130850,183,DFC,L,5.5450599999999985
3180342,135,CBC,L,5.7737300000000005
3180342,144,CBC,L,6.15903
3180342,144,CBC,R,6.39726
3180342,182,CBC,L,6.3293599999999985
3180342,183,CBC,L,5.93023
3180342,135,DFC,R,5.98278
3180342,135,DFC,L,5.7148
3180342,144,DFC,R,5.49712
3180342,144,DFC,L,5.89798
3180342,182,DFC,L,5.39608
3180342,183,DFC,L,5.28001
3210108,135,CBC,L,6.34367
3210108,144,CBC,R,7.21121
3210108,144,CBC,L,6.730110000000002
3210108,182,CBC,L,6.86388
3210108,183,CBC,L,7.03822
3210108,135,DFC,R,7.14738
3210108,135,DFC,L,7.22438
3210108,144,DFC,R,7.04147
3210108,144,DFC,L,7.14385
3210108,182,DFC,L,7.430960000000002
3210108,183,DFC,L,7.20811
3274758,135,CBC,L,4.931780000000002
3274758,144,CBC,R,4.32366
3274758,144,CBC,L,3.95811
3274758,182,CBC,L,4.22916
3274758,183,CBC,L,5.71282
3274758,135,DFC,R,4.6682
3274758,135,DFC,L,4.23225
3274758,144,DFC,R,4.45184
3274758,144,DFC,L,4.17401
3274758,182,DFC,L,4.60326
3274758,183,DFC,L,4.45713
3281358,135,CBC,L,4.685230000000002
3281358,144,CBC,R,4.09595
3281358,144,CBC,L,3.86297
3281358,182,CBC,L,3.96446
3281358,183,CBC,L,4.52913
3281358,135,DFC,L,4.44614
3281358,135,DFC,R,4.50822
3281358,144,DFC,R,3.86526
3281358,144,DFC,L,4.3486
3281358,182,DFC,L,4.358619999999998
3281358,183,DFC,L,4.21443
3332964,135,CBC,L,5.72129
3332964,144,CBC,R,5.879580000000002
3332964,144,CBC,L,6.12971
3332964,182,CBC,L,5.68495
3332964,183,CBC,L,5.91281
3332964,135,DFC,R,5.88358
3332964,135,DFC,L,6.03967
3332964,144,DFC,R,6.25677
3332964,144,DFC,L,6.23916
3332964,182,DFC,L,5.66925
3332964,183,DFC,L,5.9861
3334290,135,CBC,L,5.9969
3334290,144,CBC,L,5.96691
3334290,144,CBC,R,6.28832
3334290,182,CBC,L,5.69372
3334290,183,CBC,L,5.57228
3334290,135,DFC,R,5.79005
3334290,135,DFC,L,4.51995
3334290,144,DFC,L,5.4857
3334290,144,DFC,R,4.73508
3334290,182,DFC,L,5.43092
3334290,183,DFC,L,5.31304
3338783,135,CBC,L,5.17037
3338783,144,CBC,L,5.18429
3338783,144,CBC,R,6.06501
3338783,182,CBC,L,5.7354400000000005
3338783,183,CBC,L,6.59179
3338783,135,DFC,L,5.7127
3338783,135,DFC,R,5.70367
3338783,144,DFC,L,6.05409
3338783,144,DFC,R,5.14909
3338783,182,DFC,L,6.0077099999999986
3338783,183,DFC,L,6.2958
3358401,135,CBC,L,8.898060000000003
3358401,144,CBC,L,8.22547
3358401,144,CBC,R,7.941969999999999
3358401,182,CBC,L,7.964139999999999
3358401,183,CBC,L,7.72088
3358401,135,DFC,L,8.03653
3358401,135,DFC,R,8.559330000000001
3358401,144,DFC,L,9.15688
3358401,144,DFC,R,8.77318
3358401,182,DFC,L,8.08505
3358401,183,DFC,L,8.232999999999999
3370869,135,CBC,L,5.9972900000000005
3370869,144,CBC,L,5.2563900000000015
3370869,144,CBC,R,5.50669
3370869,182,CBC,L,5.36108
3370869,183,CBC,L,5.56365
3370869,135,DFC,L,5.9337
3370869,135,DFC,R,5.50376
3370869,144,DFC,L,5.04045
3370869,144,DFC,R,5.68699
3370869,182,DFC,L,6.19128
3370869,183,DFC,L,5.8533800000000005
3375192,135,CBC,L,4.85396
3375192,144,CBC,R,6.00108
3375192,144,CBC,L,5.62332
3375192,182,CBC,L,4.88095
3375192,183,CBC,L,6.01734
3375192,135,DFC,L,5.14156
3375192,135,DFC,R,5.44489
3375192,144,DFC,R,5.07304
3375192,144,DFC,L,5.24052
3375192,182,DFC,L,5.00349
3375192,183,DFC,L,4.97334
3395807,135,CBC,L,4.66407
3395807,144,CBC,R,4.63237
3395807,144,CBC,L,3.52471
3395807,182,CBC,L,3.44766
3395807,183,CBC,L,5.12389
3395807,135,DFC,L,3.64321
3395807,135,DFC,R,4.40152
3395807,144,DFC,L,3.55995
3395807,144,DFC,R,3.4681800000000003
3395807,182,DFC,L,3.76888
3395807,183,DFC,L,3.898
3402315,135,CBC,L,7.405769999999999
3402315,144,CBC,L,6.55
3402315,144,CBC,R,7.16673
3402315,182,CBC,L,7.09415
3402315,183,CBC,L,6.853039999999999
3402315,135,DFC,L,8.603810000000001
3402315,135,DFC,R,8.44488
3402315,144,DFC,L,8.51249
3402315,144,DFC,R,8.12209
3402315,182,DFC,L,8.12072
3402315,183,DFC,L,9.15764
3440998,135,CBC,L,4.78049
3440998,144,CBC,L,4.70587
3440998,144,CBC,R,5.00979
3440998,182,CBC,L,3.94033
3440998,183,CBC,L,6.10385
3440998,135,DFC,L,4.53372
3440998,135,DFC,R,3.97117
3440998,144,DFC,R,4.62942
3440998,144,DFC,L,4.4023900000000005
3440998,182,DFC,L,4.98984
3440998,183,DFC,L,4.62456
3447863,135,CBC,L,7.81376
3447863,144,CBC,R,7.555989999999999
3447863,144,CBC,L,7.4473600000000015
3447863,182,CBC,L,8.888810000000003
3447863,183,CBC,L,8.19132
3447863,135,DFC,L,7.59479
3447863,135,DFC,R,7.85818
3447863,144,DFC,R,8.21872
3447863,144,DFC,L,8.406930000000001
3447863,182,DFC,L,8.58583
3447863,183,DFC,L,8.18554
3482017,135,CBC,L,5.5397300000000005
3482017,144,CBC,L,4.4153
3482017,144,CBC,R,4.773630000000002
3482017,182,CBC,L,3.76899
3482017,183,CBC,L,5.6098300000000005
3482017,135,DFC,L,3.8515
3482017,135,DFC,R,4.56919
3482017,144,DFC,L,4.44003
3482017,144,DFC,R,4.04712
3482017,182,DFC,L,4.42604
3482017,183,DFC,L,3.8876
3511031,135,CBC,L,5.58239
3511031,144,CBC,L,5.62226
3511031,144,CBC,R,5.8251800000000005
3511031,182,CBC,L,5.60482
3511031,183,CBC,L,6.37164
3511031,135,DFC,L,5.812880000000002
3511031,135,DFC,R,5.8475199999999985
3511031,144,DFC,L,5.47866
3511031,144,DFC,R,5.56958
3511031,182,DFC,L,6.87685
3511031,183,DFC,L,6.5757
3543619,135,CBC,L,5.57552
3543619,144,CBC,L,6.23351
3543619,144,CBC,R,6.67212
3543619,182,CBC,L,6.48084
3543619,183,CBC,L,6.16975
3543619,135,DFC,R,5.15117
3543619,135,DFC,L,5.21148
3543619,144,DFC,L,5.45903
3543619,144,DFC,R,5.77607
3543619,182,DFC,L,5.8476300000000005
3543619,183,DFC,L,5.71406
3554104,135,CBC,L,4.71552
3554104,144,CBC,L,3.80307
3554104,144,CBC,R,4.87707
3554104,182,CBC,L,3.55386
3554104,183,CBC,L,3.92649
3554104,135,DFC,R,4.18743
3554104,135,DFC,L,4.49977
3554104,144,DFC,L,3.63928
3554104,144,DFC,R,3.78167
3554104,182,DFC,L,3.99985
3554104,183,DFC,L,4.2784
3621623,135,CBC,L,5.3286
3621623,144,CBC,R,5.57517
3621623,144,CBC,L,5.52228
3621623,182,CBC,L,4.86415
3621623,183,CBC,L,5.27002
3621623,135,DFC,R,4.88941
3621623,135,DFC,L,4.41544
3621623,144,DFC,L,4.39349
3621623,144,DFC,R,3.94519
3621623,182,DFC,L,4.5271300000000005
3621623,183,DFC,L,4.38155
3623683,135,CBC,L,7.7604
3623683,144,CBC,R,8.39315
3623683,144,CBC,L,7.726339999999999
3623683,182,CBC,L,8.252880000000001
3623683,183,CBC,L,7.8685800000000015
3623683,135,DFC,R,7.350860000000001
3623683,135,DFC,L,7.283530000000002
3623683,144,DFC,L,7.705039999999999
3623683,144,DFC,R,6.94434
3623683,182,DFC,L,7.10942
3623683,183,DFC,L,7.071269999999998
3628923,135,CBC,L,6.38244
3628923,144,CBC,L,7.31779
3628923,144,CBC,R,7.71023
3628923,182,CBC,L,7.21328
3628923,183,CBC,L,5.54228
3628923,135,DFC,R,6.58763
3628923,135,DFC,L,6.96714
3628923,144,DFC,R,6.23033
3628923,144,DFC,L,7.96546
3628923,182,DFC,L,6.62127
3628923,183,DFC,L,7.29444
3641777,135,CBC,L,4.8491300000000015
3641777,144,CBC,R,4.9043199999999985
3641777,144,CBC,L,4.3593199999999985
3641777,182,CBC,L,4.8091
3641777,183,CBC,L,5.48865
3641777,135,DFC,L,4.3407800000000005
3641777,135,DFC,R,4.38429
3641777,144,DFC,L,4.52882
3641777,144,DFC,R,4.09199
3641777,182,DFC,L,4.69997
3641777,183,DFC,L,4.24659
3662333,135,CBC,L,4.76052
3662333,144,CBC,R,5.39567
3662333,144,CBC,L,5.67817
3662333,182,CBC,L,5.1343
3662333,183,CBC,L,6.24334
3662333,135,DFC,L,5.3670800000000005
3662333,135,DFC,R,5.14238
3662333,144,DFC,L,4.80664
3662333,144,DFC,R,5.22915
3662333,182,DFC,L,5.47741
3662333,183,DFC,L,5.25477
3662444,135,CBC,L,4.75292
3662444,144,CBC,L,4.80466
3662444,144,CBC,R,5.2891
3662444,182,CBC,L,4.56039
3662444,183,CBC,L,5.8910300000000015
3662444,135,DFC,R,5.169969999999998
3662444,135,DFC,L,5.05039
3662444,144,DFC,L,5.2377400000000005
3662444,144,DFC,R,5.0548
3662444,182,DFC,L,4.78532
3662444,183,DFC,L,4.85855
3677356,135,CBC,L,5.51928
3677356,144,CBC,L,4.60801
3677356,144,CBC,R,5.13997
3677356,182,CBC,L,4.98251
3677356,183,CBC,L,5.76207
3677356,135,DFC,L,5.68652
3677356,135,DFC,R,6.11841
3677356,144,DFC,R,5.092969999999998
3677356,144,DFC,L,5.8788300000000016
3677356,182,DFC,L,5.51058
3677356,183,DFC,L,5.59323
3680241,135,CBC,L,4.8952
3680241,144,CBC,L,4.33817
3680241,144,CBC,R,5.07669
3680241,182,CBC,L,3.97067
3680241,183,CBC,L,5.46931
3680241,135,DFC,L,4.05949
3680241,135,DFC,R,4.18877
3680241,144,DFC,L,4.05814
3680241,144,DFC,R,4.19215
3680241,182,DFC,L,4.71269
3680241,183,DFC,L,4.0109
3705748,135,CBC,L,3.69231
3705748,144,CBC,L,4.29039
3705748,144,CBC,R,4.8865
3705748,182,CBC,L,4.22317
3705748,183,CBC,L,5.05592
3705748,135,DFC,L,4.01317
3705748,135,DFC,R,3.89503
3705748,144,DFC,L,4.03744
3705748,144,DFC,R,4.23474
3705748,182,DFC,L,4.36376
3705748,183,DFC,L,4.22163
3708619,135,CBC,L,5.45047
3708619,144,CBC,R,4.12346
3708619,144,CBC,L,3.99132
3708619,182,CBC,L,4.00296
3708619,183,CBC,L,5.350230000000002
3708619,135,DFC,L,4.74202
3708619,135,DFC,R,5.16322
3708619,144,DFC,R,4.13531
3708619,144,DFC,L,4.33087
3708619,182,DFC,L,4.25052
3708619,183,DFC,L,4.4541
3714297,135,CBC,L,4.31216
3714297,144,CBC,L,4.95964
3714297,144,CBC,R,4.59987
3714297,182,CBC,L,4.20092
3714297,183,CBC,L,5.67246
3714297,135,DFC,R,4.2031
3714297,135,DFC,L,3.91557
3714297,144,DFC,L,4.224469999999998
3714297,144,DFC,R,4.0797
3714297,182,DFC,L,4.78448
3714297,183,DFC,L,4.3155199999999985
3715703,135,CBC,L,9.15303
3715703,144,CBC,L,8.35723
3715703,144,CBC,R,7.83338
3715703,182,CBC,L,9.08104
3715703,183,CBC,L,8.356580000000001
3715703,135,DFC,R,8.25253
3715703,135,DFC,L,8.59953
3715703,144,DFC,L,7.87604
3715703,144,DFC,R,8.59285
3715703,182,DFC,L,8.76549
3715703,183,DFC,L,8.77566
3719112,135,CBC,L,6.982260000000001
3719112,144,CBC,L,8.11917
3719112,144,CBC,R,9.06599
3719112,182,CBC,L,6.99891
3719112,183,CBC,L,7.59918
3719112,135,DFC,R,7.959910000000002
3719112,135,DFC,L,8.0673
3719112,144,DFC,R,7.43232
3719112,144,DFC,L,8.30968
3719112,182,DFC,L,7.497789999999998
3719112,183,DFC,L,7.100410000000001
3727928,135,CBC,L,5.29691
3727928,144,CBC,R,3.76079
3727928,144,CBC,L,4.18761
3727928,182,CBC,L,4.06834
3727928,183,CBC,L,5.4656400000000005
3727928,135,DFC,L,4.67824
3727928,135,DFC,R,4.83331
3727928,144,DFC,L,4.47147
3727928,144,DFC,R,4.33448
3727928,182,DFC,L,4.47358
3727928,183,DFC,L,4.3741400000000015
3750685,135,CBC,L,7.0374300000000005
3750685,144,CBC,R,7.618130000000002
3750685,144,CBC,L,7.44768
3750685,182,CBC,L,6.819839999999999
3750685,183,CBC,L,7.66453
3750685,135,DFC,L,6.53307
3750685,135,DFC,R,6.47912
3750685,144,DFC,L,6.28669
3750685,144,DFC,R,6.5073300000000005
3750685,182,DFC,L,7.07999
3750685,183,DFC,L,6.47639
3761806,135,CBC,L,7.0495
3761806,144,CBC,L,6.32815
3761806,144,CBC,R,7.72376
3761806,182,CBC,L,6.859369999999998
3761806,183,CBC,L,8.16981
3761806,135,DFC,R,7.370189999999999
3761806,135,DFC,L,6.84985
3761806,144,DFC,L,7.069
3761806,144,DFC,R,7.262739999999999
3761806,182,DFC,L,7.32632
3761806,183,DFC,L,7.1594
3804452,135,CBC,L,9.02045
3804452,144,CBC,L,9.1882
3804452,144,CBC,R,8.536019999999999
3804452,182,CBC,L,9.63568
3804452,183,CBC,L,7.95498
3804452,135,DFC,L,9.20157
3804452,135,DFC,R,9.09106
3804452,144,DFC,R,9.87031
3804452,144,DFC,L,9.36477
3804452,182,DFC,L,9.00038
3804452,183,DFC,L,8.83699
3831698,135,CBC,L,6.64392
3831698,144,CBC,R,7.13192
3831698,144,CBC,L,6.40958
3831698,182,CBC,L,6.22961
3831698,183,CBC,L,6.5225300000000015
3831698,135,DFC,R,5.87655
3831698,135,DFC,L,5.39916
3831698,144,DFC,L,6.21224
3831698,144,DFC,R,5.56784
3831698,182,DFC,L,6.02986
3831698,183,DFC,L,5.98321
3838118,135,CBC,L,6.86452
3838118,144,CBC,L,7.236489999999999
3838118,144,CBC,R,7.05072
3838118,182,CBC,L,7.59969
3838118,183,CBC,L,7.408060000000001
3838118,135,DFC,R,8.00742
3838118,135,DFC,L,7.90445
3838118,144,DFC,L,7.807169999999998
3838118,144,DFC,R,7.74717
3838118,182,DFC,L,7.814189999999999
3838118,183,DFC,L,7.906510000000001
3844094,135,CBC,L,5.9572400000000005
3844094,144,CBC,R,6.58082
3844094,144,CBC,L,6.8265600000000015
3844094,182,CBC,L,6.74356
3844094,183,CBC,L,6.93094
3844094,135,DFC,R,5.65562
3844094,135,DFC,L,6.14286
3844094,144,DFC,R,6.2920300000000005
3844094,144,DFC,L,6.01464
3844094,182,DFC,L,6.0069
3844094,183,DFC,L,6.35331
3845553,135,CBC,L,7.6913399999999985
3845553,144,CBC,R,7.080989999999999
3845553,144,CBC,L,6.97508
3845553,182,CBC,L,7.06601
3845553,183,CBC,L,7.16263
3845553,135,DFC,R,8.216380000000001
3845553,135,DFC,L,8.019910000000001
3845553,144,DFC,L,8.32668
3845553,144,DFC,R,8.11495
3845553,182,DFC,L,8.172039999999999
3845553,183,DFC,L,8.30193
3848525,135,CBC,L,5.67471
3848525,144,CBC,R,6.5399400000000005
3848525,144,CBC,L,6.4120599999999985
3848525,182,CBC,L,7.23198
3848525,183,CBC,L,5.71131
3848525,135,DFC,L,5.6595
3848525,135,DFC,R,5.55871
3848525,144,DFC,L,5.9749
3848525,144,DFC,R,5.85666
3848525,182,DFC,L,5.94766
3848525,183,DFC,L,6.00107
3849459,135,CBC,L,5.28987
3849459,144,CBC,L,4.33205
3849459,144,CBC,R,4.18196
3849459,182,CBC,L,3.72547
3849459,183,CBC,L,5.0825
3849459,135,DFC,R,4.05448
3849459,135,DFC,L,3.55101
3849459,144,DFC,L,3.88593
3849459,144,DFC,R,3.66838
3849459,182,DFC,L,4.06382
3849459,183,DFC,L,3.7847
3878467,135,CBC,L,9.16087
3878467,144,CBC,L,9.15028
3878467,144,CBC,R,9.4955
3878467,182,CBC,L,9.06672
3878467,183,CBC,L,8.3285
3878467,135,DFC,L,9.16304
3878467,135,DFC,R,8.89452
3878467,144,DFC,R,9.44476
3878467,144,DFC,L,9.06577
3878467,182,DFC,L,9.28584
3878467,183,DFC,L,9.3979
3891530,135,CBC,L,8.46937
3891530,144,CBC,L,9.08413
3891530,144,CBC,R,9.02208
3891530,182,CBC,L,9.11797
3891530,183,CBC,L,8.743780000000001
3891530,135,DFC,R,9.20882
3891530,135,DFC,L,8.5887
3891530,144,DFC,R,9.19514
3891530,144,DFC,L,9.30473
3891530,182,DFC,L,8.40652
3891530,183,DFC,L,8.816419999999997
3914072,135,CBC,L,7.42592
3914072,144,CBC,L,7.6678
3914072,144,CBC,R,7.313039999999999
3914072,182,CBC,L,7.85425
3914072,183,CBC,L,7.816489999999999
3914072,135,DFC,L,6.74999
3914072,135,DFC,R,7.10832
3914072,144,DFC,R,7.11539
3914072,144,DFC,L,7.05691
3914072,182,DFC,L,7.108
3914072,183,DFC,L,7.1910300000000005
3928590,135,CBC,L,4.19693
3928590,144,CBC,R,5.13415
3928590,144,CBC,L,3.47295
3928590,182,CBC,L,3.5059
3928590,183,CBC,L,4.19456
3928590,135,DFC,R,4.32865
3928590,135,DFC,L,3.93863
3928590,144,DFC,L,3.2936
3928590,144,DFC,R,3.5565300000000004
3928590,182,DFC,L,3.65604
3928590,183,DFC,L,3.96011
3936442,135,CBC,L,7.07165
3936442,144,CBC,L,7.50029
3936442,144,CBC,R,7.50161
3936442,182,CBC,L,7.23883
3936442,183,CBC,L,6.935810000000001
3936442,135,DFC,L,8.26802
3936442,135,DFC,R,7.9244
3936442,144,DFC,R,7.94782
3936442,144,DFC,L,8.236080000000001
3936442,182,DFC,L,7.503719999999999
3936442,183,DFC,L,7.69694
3987876,135,CBC,L,5.88229
3987876,144,CBC,R,4.9911400000000015
3987876,144,CBC,L,4.67733
3987876,182,CBC,L,4.03784
3987876,183,CBC,L,5.63536
3987876,135,DFC,L,5.96092
3987876,135,DFC,R,6.17809
3987876,144,DFC,R,5.23195
3987876,144,DFC,L,5.66138
3987876,182,DFC,L,6.29932
3987876,183,DFC,L,5.63416
4013224,135,CBC,L,6.04325
4013224,144,CBC,R,4.93799
4013224,144,CBC,L,5.48456
4013224,182,CBC,L,7.23566
4013224,183,CBC,L,5.42556
4013224,135,DFC,L,5.13207
4013224,135,DFC,R,5.10666
4013224,144,DFC,R,5.84997
4013224,144,DFC,L,5.13413
4013224,182,DFC,L,5.92483
4013224,183,DFC,L,5.44459
4029286,135,CBC,L,4.61281
4029286,144,CBC,L,3.7601
4029286,144,CBC,R,3.85639
4029286,182,CBC,L,3.39697
4029286,183,CBC,L,4.4103
4029286,135,DFC,L,3.56722
4029286,135,DFC,R,3.52557
4029286,144,DFC,R,3.39322
4029286,144,DFC,L,3.44471
4029286,182,DFC,L,3.54914
4029286,183,DFC,L,3.71908
4031068,135,CBC,L,5.30053
4031068,144,CBC,R,6.3490199999999986
4031068,144,CBC,L,6.29575
4031068,182,CBC,L,5.14865
4031068,183,CBC,L,5.49883
4031068,135,DFC,L,4.1162
4031068,135,DFC,R,4.32201
4031068,144,DFC,R,5.21822
4031068,144,DFC,L,6.02952
4031068,182,DFC,L,4.39015
4031068,183,DFC,L,5.09235
